RPeakCount,SpectralEnergy,TotalPSD,WaveletEnergy,ShannonEntropy,SignalSTD,RhythmClass
2,66723.15999,70895.90256,2114.642379,6.552069995,0.25376046,2
2,65135.12552,67685.48268,1230.241082,6.294085006,0.198387318,2
2,19908.09464,21427.82829,1338.46666,6.33829191,0.153142737,2
2,64730.43884,66473.95939,1363.126261,5.774834874,0.164031999,2
1,18191.41734,21204.06524,1489.454887,6.072624443,0.215619525,2
1,9906.83346,11976.79101,1258.871374,5.867541344,0.178728369,2
2,55259.27043,58430.91634,2189.03895,6.51210483,0.221235742,2
2,51843.93885,55001.41754,1167.559716,6.399872158,0.22074088,2
1,19919.40706,22787.51651,1411.682133,6.095656056,0.21038289,2
1,50987.98351,54641.7807,2237.278031,6.27042643,0.237457152,2
2,51723.43092,54979.48664,1836.699344,6.403135242,0.224160475,2
2,51282.02598,54138.97756,1540.945195,5.990930842,0.209973238,2
1,12222.64269,14504.75641,1791.588924,6.505963961,0.187664168,2
1,14343.32804,16091.10451,1503.096928,6.667353757,0.164231186,2
2,30737.06475,34841.45319,1360.4877,5.871352715,0.251674148,2
2,22058.14836,24811.0768,1633.286266,6.134337,0.206115426,2
1,10542.35223,13535.24084,1218.991237,6.066999248,0.214910659,2
1,31889.82839,36792.14368,995.6683411,6.598067192,0.27505096,2
1,9578.412912,11214.94459,878.3690548,5.557782599,0.158918607,2
1,17439.41941,19285.49438,948.6267435,5.979519666,0.168787316,2
1,13554.3548,15750.5044,1045.039697,5.771587636,0.184095751,2
1,15204.78352,17494.71232,981.8432216,5.8860574,0.187985523,2
1,14924.62628,17254.54541,1034.079426,5.933319864,0.189620018,2
1,13468.03313,15272.07158,860.1765628,5.791429992,0.16685354,2
1,13763.0185,15718.40724,946.7107401,5.914417576,0.173711794,2
1,17336.49265,19452.92704,902.2933095,6.047847522,0.180724472,2
1,14841.79474,17142.21753,1078.042387,5.886546601,0.188415373,2
1,15589.76705,17785.62412,902.4392297,5.929939548,0.184083665,2
1,20836.89364,22726.76163,837.0143844,6.109681766,0.170777696,2
1,17097.43794,19613.91547,885.0815452,5.968534555,0.197064857,2
1,15724.77579,17763.24348,929.7094189,6.032908828,0.177363569,2
1,15941.48893,18063.2413,892.5928543,5.992252519,0.180950746,2
1,15043.19722,17228.89049,836.7645356,5.838377267,0.183657031,2
1,14699.7117,16713.05941,841.8292529,5.859561213,0.176267983,2
1,16262.49046,18579.1122,967.8727105,6.134347193,0.189077954,2
1,16006.84602,18281.73085,819.2265592,6.044228998,0.187366636,2
1,14963.35221,17004.07007,891.9574792,5.839721868,0.177461492,2
1,15884.07175,18301.63667,955.5014441,5.978288987,0.193153322,2
1,14452.1816,16570.31487,825.350828,5.83254106,0.180797238,2
1,17696.84471,19849.20497,803.3816315,6.026392485,0.182251601,2
1,17566.62699,20148.55805,897.0025599,6.277089917,0.199611268,2
1,14876.89034,16727.18238,786.1619801,6.068992947,0.168979107,2
1,16116.11635,18312.07784,775.5709425,5.850163057,0.184087737,2
1,14495.85602,16558.24311,838.4262623,5.939879591,0.178401381,2
1,16202.24646,18315.08601,786.2531924,6.009655946,0.180570093,2
1,16873.28211,19228.04789,950.6477016,6.022894005,0.190628074,2
1,13448.9507,15208.87784,746.4582442,5.96381248,0.164801022,2
1,19067.79579,21621.90071,771.0779874,6.06133158,0.198532708,2
1,14784.63292,16743.49443,899.8716645,6.029874917,0.173866106,2
1,13980.77857,15972.05439,916.8773783,5.840885241,0.175298968,2
1,19141.22917,21336.06828,665.0060789,6.183032306,0.184040694,2
1,16692.44512,18919.40766,981.1598702,6.176775207,0.185383383,2
1,15585.61228,17639.38798,919.7442858,6.179246048,0.178028494,2
1,15895.55063,18216.42049,958.6452466,6.079287868,0.18925089,2
1,15908.08442,18002.92729,924.7964659,6.037868019,0.179799396,2
1,19097.68805,21319.8665,817.1632103,6.094314122,0.185183791,2
1,15372.58221,17397.12425,913.9485497,6.062485773,0.176756718,2
1,20224.37884,22870.67758,799.9655359,6.064478672,0.202084051,2
1,20650.81431,22601.05607,841.5209596,6.138849893,0.173483275,2
1,17188.44263,19367.42798,811.7119049,5.913116121,0.183374804,2
1,18175.61958,20562.63976,975.9815768,6.096870192,0.191929892,2
1,13118.17217,15036.88434,915.3539934,5.943895755,0.172074863,2
1,17962.74996,20431.74438,767.3482967,6.001221758,0.195196808,2
1,17545.25556,19942.69503,1102.110042,5.956075812,0.192347564,2
1,19417.45748,21670.37002,892.6805876,5.95697204,0.186461597,2
1,23832.32119,25877.46584,783.5242468,6.06971691,0.177655602,2
2,57098.71145,59254.22635,890.1635461,6.013268326,0.182384802,2
1,12322.81103,14254.43045,1153.559371,6.19711888,0.172653137,2
2,11689.66446,14611.11233,1798.532814,5.89463575,0.212330703,2
2,43484.25563,45027.70989,1169.075498,6.393991845,0.154333234,2
1,11256.42783,13088.11131,948.758201,5.677245567,0.168127219,2
1,9853.354381,11739.32007,990.2508387,5.49850041,0.170600381,2
1,13545.62308,15660.85002,1177.438426,6.078191263,0.180672125,2
1,12581.43131,14560.24671,1061.581463,6.119872995,0.174749696,2
1,12301.52812,14351.06454,995.5059869,5.679960125,0.177844844,2
1,12949.95083,15058.83458,1076.376928,6.06266509,0.180400983,2
1,12576.59899,14545.42953,1060.906668,6.064223149,0.17430776,2
1,12235.98735,14173.7248,993.2487319,5.762839507,0.172926019,2
1,13351.21076,15622.7804,1126.678304,5.912985871,0.187230086,2
1,12379.01499,14356.40615,1072.785345,6.085390026,0.174686802,2
1,13307.71096,15448.03777,1095.150719,5.828848966,0.181741075,2
1,12979.54279,14996.43917,1069.363337,5.999480628,0.17642265,2
1,12989.651,15149.92112,1096.269063,6.080862789,0.182585623,2
1,12886.98569,14766.4669,1011.452954,6.038990301,0.170307115,2
1,12532.45709,14682.52162,1053.353226,5.62605925,0.182154275,2
1,13378.45604,15376.82146,1079.462981,6.052043742,0.175610724,2
1,12307.2288,14274.53058,1049.879464,5.936916613,0.174240052,2
1,12502.00554,14477.17761,1073.508664,5.985025301,0.174588276,2
1,13111.1556,15270.11498,1142.519444,6.105834735,0.182530205,2
1,13234.96906,15275.0755,1122.197007,6.097974988,0.177434999,2
1,13056.64898,15195.23563,1143.398576,5.970492788,0.18166695,2
1,13036.85992,15110.93325,1106.130847,6.003427388,0.178905855,2
1,12865.12802,14781.38693,1000.577797,6.024638254,0.171964816,2
1,13022.33297,15112.5831,1161.153691,6.014552256,0.179602221,2
1,12987.49202,15060.64263,1107.233996,6.05540016,0.178866079,2
1,12410.26422,14348.09673,1112.115558,6.020565537,0.172930364,2
1,12275.73529,14351.49968,1177.092674,5.984473277,0.178979173,2
1,12702.23851,14758.93568,1212.521976,6.037708053,0.178155196,2
1,11906.89725,13791.20479,1006.63208,5.699266755,0.170525706,2
1,13281.01731,15431.65155,1124.985717,5.964013408,0.182177941,2
1,13811.73106,15883.53984,1077.182693,6.098637625,0.178808179,2
1,13363.53727,15564.50289,1172.896053,5.838959741,0.184297401,2
1,13031.34949,15117.13708,1173.225662,5.95713247,0.179411167,2
1,11418.47538,13222.6585,1054.939888,5.84981596,0.16686023,2
1,34694.42549,36797.54918,1127.326437,5.995998077,0.180156247,2
3,66170.93279,67053.68777,1093.379006,5.835364871,0.116716727,2
2,42986.72635,44481.20334,1142.999257,6.061277318,0.15186539,2
2,68044.56977,70026.13509,1254.213364,6.135878037,0.174870838,2
1,10191.9523,12069.73504,895.3682396,5.564887988,0.170229703,2
1,11397.78355,13235.39358,978.0494311,5.732962093,0.16839915,2
1,11404.42506,13282.37946,968.3794527,5.710336544,0.170237456,2
1,28178.01343,29280.21029,975.156518,6.083743717,0.130419365,2
1,40808.9488,42161.39211,870.4188992,6.158785806,0.144468136,2
1,13322.4888,14351.75778,779.0195419,5.809682639,0.126031104,1
1,13222.13776,14320.10905,797.8719449,5.859229922,0.130169149,1
1,16605.52003,17581.82655,701.6057972,5.895181524,0.122745937,1
1,17523.3937,18542.86328,812.6758256,5.931247563,0.12542955,1
2,40670.27043,43208.51747,576.3875435,6.73248919,0.197946881,1
1,13609.08722,14399.32075,542.1285329,5.718376516,0.110431275,1
2,30565.2838,32781.48866,548.9083253,7.086972567,0.184934688,1
3,39053.94407,41507.44469,692.6896425,7.089064058,0.194583311,1
2,31349.46528,33949.19646,517.2724315,7.373964531,0.200342574,1
1,12020.82688,12891.60768,638.1718477,5.73169658,0.115922283,1
1,16107.05114,17212.59229,650.1810708,5.880597468,0.130617078,1
1,16798.04701,17889.70991,618.3707928,6.197314992,0.129794651,1
1,18742.08071,19801.42831,712.6090918,6.039157414,0.127859129,1
1,15629.24811,16717.22392,738.3975538,5.915950545,0.129575268,1
1,16071.4348,17041.36031,702.4733924,5.84368654,0.122345066,1
1,16139.47906,17100.57029,660.2364337,5.871403768,0.121785425,1
1,17620.17797,18572.19397,684.3389367,5.848714731,0.121208936,1
1,17584.50983,18640.88957,769.4465522,5.863270542,0.127680141,1
1,17384.16987,18389.01809,741.4600074,5.889985507,0.124526788,1
1,21340.2882,22275.63336,706.5443547,5.976987874,0.120144299,1
1,18425.84039,19503.46938,804.4890963,5.938390881,0.128957684,1
2,38253.75636,41193.63012,676.360396,6.598730356,0.213051774,1
2,37390.84748,40062.37092,707.0694754,7.139146029,0.203051203,1
3,30777.64346,33194.76707,695.794106,7.108523053,0.193148964,1
1,11648.85251,12524.54801,590.619443,5.651709405,0.116250228,1
1,13632.5612,14411.92144,702.1609242,5.707660121,0.109668519,1
1,16254.29061,17296.63093,650.2183959,5.978911571,0.126828667,1
2,22327.00385,23338.67798,786.1780698,5.961864603,0.12494911,1
3,42018.81181,44952.8251,717.8824001,6.713264934,0.212786748,1
1,16385.80013,17231.32819,580.6128248,5.873860358,0.114229089,1
1,16375.68916,17421.77426,627.5934293,6.082563517,0.127056882,1
2,23693.40053,24973.77374,907.3763767,5.986338155,0.140566849,1
1,15606.55536,16705.55022,706.1442601,5.972159134,0.130229794,1
2,33536.48692,34679.71583,733.2713311,6.209033454,0.132824879,1
1,19982.96178,20982.90702,703.3550114,5.996825826,0.124223997,1
1,21971.3997,23008.51434,775.6110688,6.044139499,0.126510586,1
1,32289.74087,34859.57851,718.4431736,6.772428762,0.199173129,1
1,20194.97629,21138.31091,593.13188,5.965142768,0.12065502,1
1,20546.37478,21583.66741,665.9990809,6.107346336,0.126521292,1
2,26346.47486,27489.53585,839.9472872,6.019917623,0.132815209,1
1,17885.20888,18913.43756,746.2080268,5.949301717,0.125967639,1
2,18290.84969,19471.89944,898.3232415,5.99837596,0.13500404,1
2,35227.87117,37502.88887,435.7557294,6.702986418,0.187376513,1
1,15103.23737,16027.12854,695.6257812,5.832890427,0.119405788,1
1,23357.83315,24066.5523,698.7629101,5.848186259,0.104581915,1
1,19561.56425,20759.42317,693.0591257,6.238692811,0.135961342,1
1,18442.6106,19507.05815,799.0157479,5.88277173,0.128167053,1
1,19548.44644,20537.92221,729.1708294,5.950539731,0.123570974,1
1,18023.93827,19069.9514,773.390337,5.917541013,0.127052001,1
1,22616.29783,23567.43708,747.3470369,5.917431269,0.121153123,1
1,20443.11585,21434.20536,736.1697656,6.005151058,0.123673332,1
2,32056.64964,34664.61946,686.9814221,6.759432574,0.200668367,1
2,36291.68335,37954.36693,520.0501323,6.518423674,0.160222832,1
1,13593.43161,14482.96703,597.8514299,5.744789604,0.117164197,1
1,13364.64547,14329.45826,612.1174457,5.744604604,0.122021335,1
1,17845.1166,18782.40377,591.9005143,6.017266015,0.120267691,1
2,18481.97739,19542.42931,803.6100594,5.929545243,0.127925764,1
2,21637.45409,22709.09197,820.0403422,5.963766208,0.128598693,1
2,20760.71351,21786.19101,771.4750118,5.964209575,0.125799042,1
1,16011.73168,17090.99096,769.7632683,5.926543747,0.129055259,1
1,19640.26267,20643.06142,790.4771318,5.882124944,0.124399929,1
1,20583.14796,21662.65507,806.753352,6.010327345,0.129069983,1
1,7590.219854,10501.00987,1075.087033,5.870792122,0.211946076,1
1,20109.11879,21096.50474,333.8675679,6.29203384,0.123465968,1
1,12286.10241,13161.08282,621.2707382,5.69401961,0.116201627,1
2,35428.6691,37997.5084,981.2111603,7.031693263,0.19910467,1
3,38949.39413,41586.15889,653.123537,7.373461429,0.201809666,1
1,12832.12066,13665.64163,551.9816529,5.731807407,0.113415164,1
1,14940.39905,15929.79089,605.3160007,5.776814243,0.123565345,1
1,15949.84141,16924.97881,604.3833648,5.985456083,0.122671995,1
2,20141.0669,21248.5074,856.3444358,5.908591266,0.130729701,1
1,19035.55816,20109.84106,741.919419,5.981699276,0.128757984,1
1,20020.08367,21119.5884,782.077932,5.95689548,0.130260044,1
2,22457.09437,23685.22947,883.8776969,5.990032978,0.137668814,1
2,23697.02344,24811.69936,833.3559287,6.019064534,0.13115585,1
1,15865.64533,16713.43731,730.7945159,5.759325143,0.114383289,1
1,19169.69711,20073.67266,571.9051419,6.064405807,0.118111138,1
2,20830.73914,21960.43228,911.7073284,6.093891467,0.132037808,1
1,7894.222302,9777.898265,931.6283936,5.453538065,0.170497145,1
1,11065.66893,12014.83109,587.9079971,5.669393923,0.121027133,1
1,14550.10407,15627.06216,685.7540559,5.979813413,0.128917835,1
1,18816.11908,19846.35085,774.6160775,5.912220177,0.126090855,1
1,20215.21588,21152.39309,715.3179329,5.992613593,0.120260882,1
1,9625.98589,12766.13713,979.7053467,6.344693696,0.220134603,1
1,13394.82905,14286.54277,607.5308648,5.712309472,0.117307661,1
1,15284.60477,16209.32491,612.2487374,5.925199592,0.119459274,1
1,17422.18401,18460.84249,815.3503823,5.905958863,0.126605067,1
1,16910.54571,17825.20665,621.1263321,5.935459265,0.118807331,1
1,17189.31125,18172.05967,716.3681049,5.926208978,0.123149808,1
2,19398.50965,20406.664,797.652006,5.95324776,0.124733123,1
2,22809.16193,23876.28495,783.6322822,5.964174893,0.128327532,1
1,14402.7825,15488.68522,773.3646722,5.915014826,0.129451767,1
1,16891.95301,17916.13075,814.0361536,5.906863916,0.125719131,1
2,33495.60135,35708.61788,392.5074039,6.890626615,0.184816537,1
2,28442.13789,31318.82372,487.4584769,7.214673014,0.21070339,1
2,28150.1603,30704.40253,493.0121709,7.412470934,0.198588708,1
2,26733.21417,28836.15948,591.2879176,6.689744122,0.180152143,1
2,43228.57023,45490.03438,562.2624935,6.927156045,0.186815307,1
2,30809.40595,34022.51497,547.4395212,6.680145586,0.222677926,1
1,15188.87651,16286.92964,613.4185036,5.777904635,0.13017412,1
1,16595.36544,17595.34249,626.9107267,5.851683202,0.124224768,1
1,18289.68076,19409.33941,640.7832193,6.061450078,0.131449568,1
2,18218.05144,19383.06122,870.9980427,5.877615196,0.134084964,1
1,19441.51066,20607.68049,704.7055395,5.951837394,0.134150992,1
2,21247.66808,22437.93674,816.1579566,5.975757793,0.135529936,1
1,16505.82821,17713.41304,825.1900729,5.948262546,0.136512163,1
1,16353.6932,17371.85102,741.3551739,5.923097567,0.125348765,1
1,14259.75998,15275.057,755.9167931,5.877631662,0.125172939,1
1,16219.20014,17349.89561,802.7899213,5.945128853,0.13209499,1
1,19053.35451,20021.66189,655.6904939,5.981755264,0.122241713,1
1,20119.44238,21126.15448,788.7615362,5.934060336,0.124642564,1
1,19189.82769,20177.46113,798.6843359,5.979543002,0.123457057,1
1,23606.40364,25609.27566,410.9138479,6.779367581,0.175847995,1
2,28190.24886,30635.5917,590.1732293,6.175122764,0.194260534,1
1,12950.52047,13759.57943,493.5685062,5.959006363,0.111738435,1
1,9036.722756,10496.96952,763.9084505,5.277537357,0.150131955,1
1,12985.88415,13783.7858,573.0882345,5.798619855,0.11096547,1
1,14876.29751,15850.69134,645.4188051,5.995591214,0.122625209,1
2,17460.5029,18700.1113,955.8089797,6.00315009,0.138311306,1
1,14052.4501,15138.99916,784.0198419,5.892415332,0.129490301,1
1,16785.76944,17786.63395,724.0977763,5.958840145,0.124279906,1
1,15643.33934,16593.31751,690.0653364,5.904321132,0.121079141,1
1,18508.21027,19474.75979,683.7441201,5.970557573,0.122130655,1
1,18927.99815,19899.17834,713.5136746,5.924246017,0.122423252,1
2,20332.20578,21403.69588,877.876793,5.97666404,0.128589827,1
2,22732.12806,24523.76782,597.9809016,7.369406185,0.166279557,1
1,14235.39718,15170.45807,623.9624544,5.776013741,0.120125088,1
2,12226.13813,15616.17073,1345.681329,6.583401124,0.228726355,1
1,11508.64379,12623.54069,709.8190655,5.678810185,0.131168655,1
1,19575.52328,20825.2698,734.9208714,6.250945276,0.138874989,1
2,19252.28665,20481.20916,853.1303865,6.02845178,0.137713045,1
2,24845.82992,25860.34798,801.4171999,6.053415045,0.125124588,1
2,41225.24895,44402.13524,592.4306874,7.18228769,0.221430525,1
1,10737.39547,11770.011,585.9891088,5.670289045,0.126235619,1
1,19213.6672,20360.32953,649.3082513,6.090760128,0.133024428,1
2,28491.63179,29860.84105,1070.212963,6.080013391,0.145360862,1
2,47545.97876,50106.19229,785.6665487,7.406601101,0.198772897,1
1,13878.59117,14671.2512,517.6120631,5.787862652,0.110600346,1
1,16039.35889,17083.76081,714.545248,6.00271486,0.126954008,1
2,19518.91683,20652.17246,845.7564567,5.915334607,0.132244605,1
2,20456.36859,21536.05304,863.7064914,5.936876979,0.129081176,1
2,24980.44296,26144.06583,841.5752213,5.980762693,0.134004724,1
1,18704.8609,19672.50869,672.3566915,5.991617646,0.122200196,1
1,18053.26194,19110.24262,830.7477424,5.980945179,0.12771622,1
1,26778.81358,29468.22687,355.5745028,7.57053225,0.203728264,1
2,34478.15327,36989.69946,421.5711515,7.087742711,0.196893754,1
1,16131.61378,17023.07008,618.5675846,5.82741493,0.117291377,1
1,31310.24122,33577.14998,607.3136394,7.619615927,0.1870877,1
1,15184.88334,16132.01108,654.4735388,5.900298763,0.120897355,1
1,14632.89922,15668.74787,622.9897308,5.774994477,0.12643308,1
1,17882.2446,19031.36027,657.9931009,6.087631466,0.133166324,1
2,20205.95567,21556.40571,935.3254951,5.992203441,0.144361956,1
1,21767.07609,22952.82845,793.0416746,6.084287807,0.13527349,1
2,26208.14911,27404.90672,866.0574395,6.054878987,0.135898803,1
1,6610.224429,9097.599305,1269.055313,5.068742668,0.19592447,1
3,30493.62879,32758.22386,505.4195031,7.382838944,0.186960374,1
2,36956.3973,39270.52365,893.7627066,7.398170602,0.188988009,1
3,42301.42951,44796.32708,453.0780039,7.169051159,0.196246988,1
1,18031.9461,18945.73776,591.3906768,5.941206957,0.118751048,1
1,16566.27572,17765.59321,553.6014913,5.76959177,0.136044262,1
1,19162.96305,20200.07788,684.9221089,6.015299967,0.126510561,1
2,20293.28489,21457.4188,821.5485692,5.933153569,0.134033828,1
1,19972.84968,21100.48662,734.9058167,5.948863024,0.131915905,1
2,19232.67688,20332.02683,762.6278666,5.90815252,0.130251236,1
2,21168.69648,22290.88294,788.8793589,5.917216402,0.131597576,1
2,22630.01583,23811.17056,795.2375905,5.979428525,0.135010007,1
1,19218.74406,20373.13682,805.70123,5.896044997,0.133472427,1
2,22422.62173,23570.25732,810.3158097,5.953615892,0.133080587,1
1,17832.25134,18892.95119,779.9361826,5.956616561,0.127940708,1
1,6936.190695,9864.710826,1132.028369,5.936191683,0.212586956,1
1,15775.59656,17367.56472,384.9704805,6.590606875,0.156745876,1
1,14009.115,14890.44812,613.5743717,5.678638573,0.116622569,1
3,38570.54054,40832.31501,779.3460774,6.80208645,0.186825931,1
2,32878.32306,35124.59582,652.3054102,7.147742323,0.186185382,1
1,14144.22521,14930.02498,612.0811906,5.769623772,0.110120906,1
1,13037.84946,13979.50953,734.0225876,5.675985343,0.120547888,1
1,16126.47703,17157.25035,633.7746834,6.006090765,0.126123016,1
1,18375.164,19550.08973,836.6830335,5.952399375,0.134654456,1
1,19140.19896,20212.37281,704.550307,6.01255444,0.128630841,1
1,16424.52584,17491.87525,746.2034056,5.982830221,0.128341571,1
1,18708.52451,19635.79761,653.2482809,5.915716116,0.119623908,1
1,19706.83281,20682.90913,737.2004387,5.912036701,0.122731429,1
1,19504.60322,20590.67525,820.9345906,5.921932594,0.129462021,1
1,22333.77154,23372.66862,766.8308504,6.033846913,0.126620508,1
1,3614.722704,5061.177055,716.39087,4.716218695,0.149406247,1
1,16390.13275,17363.69698,671.8970542,5.927991999,0.122573023,1
2,23255.4545,24543.51906,895.6968244,6.070319024,0.140988806,1
1,18996.80677,20165.32098,758.5707776,6.057895868,0.134285619,1
2,20651.6108,21660.11285,785.2629291,5.934592648,0.124753577,1
2,21718.5601,22807.47052,768.7564336,6.065057798,0.129631373,1
2,41484.84917,44362.04529,499.155692,6.967229491,0.210722492,1
2,23028.77558,25359.66757,614.2077688,7.07861137,0.189659495,1
1,14994.2568,16134.98339,347.6379708,6.293890954,0.132681664,1
1,13966.64242,14931.0094,649.1429708,5.830689302,0.121992712,1
1,14261.92772,17449.07366,1267.240234,6.832175243,0.221781787,1
1,13200.78326,14206.25166,556.0844199,5.88618605,0.124565461,1
1,16493.7051,17515.77428,671.7606309,5.951982948,0.125589438,1
1,17407.76292,18401.57838,711.4474902,5.942385369,0.123841277,1
1,20640.0891,21554.02417,639.428182,5.956324586,0.118760112,1
1,20605.55875,21594.19886,693.4309005,6.00683059,0.123518526,1
2,23587.8902,24728.49366,822.6877634,6.007166639,0.132673607,1
1,20388.74271,21466.49117,729.8885706,5.963420725,0.128964804,1
2,25008.25596,26218.43119,812.3705494,5.99682984,0.136658535,1
1,15082.10171,16101.43359,715.7181716,5.897553474,0.12542119,1
1,16530.06364,17587.24441,760.6484596,5.889323227,0.127728302,1
1,17124.81109,18125.49124,737.9695265,5.99477555,0.124268402,1
1,7812.755776,10561.45665,1000.217286,6.097082826,0.205959824,1
1,24945.64911,29345.08424,259.8666046,7.327865629,0.260562174,1
1,17244.4161,18136.16341,664.8767003,5.938164537,0.117309941,1
1,9010.76453,11535.96729,1086.963014,5.420950774,0.197406126,1
1,13093.38125,13998.65464,611.1351971,5.741532736,0.118195895,1
1,18210.14165,19179.17557,644.4088101,6.101537821,0.122287482,1
2,21516.9262,22625.52957,802.8286475,5.942003607,0.130799117,1
1,20585.44249,21704.04665,778.4785648,6.033551472,0.131386498,1
2,23615.26173,24880.50939,923.5392276,6.094985354,0.139733509,1
1,21452.96672,22493.69078,803.613973,6.024171957,0.126731135,1
1,22038.53322,23065.50218,741.7532068,6.012419703,0.125890092,1
1,22695.08064,23691.55816,743.3224413,6.052918791,0.124008707,1
1,33344.45641,36002.21614,534.6877679,6.843698281,0.202521137,1
1,15707.98518,16559.71383,527.5965246,5.82097294,0.114647128,1
2,42143.14021,44146.47265,673.1123073,6.874702221,0.175830014,1
2,39420.54246,41492.72537,474.4646605,7.02778345,0.178833548,1
2,33979.30231,36440.68123,699.6464458,7.224220058,0.194903839,1
1,14189.8377,15081.58033,638.7324491,5.755953739,0.117309314,1
1,14848.11528,15680.34346,742.0473631,5.756351846,0.113327297,1
1,15800.94108,16894.5506,605.9982297,6.083899645,0.129910885,1
1,16902.24205,18072.19697,825.5835166,5.937129618,0.134368588,1
1,19038.57363,20045.52252,744.1346924,5.97917689,0.124657322,1
1,18964.32296,20062.08084,769.7845186,5.946902301,0.130156521,1
