RPeakCount,MaxRAmplitude,SpectralEnergy,TotalPSD,DominantFrequency,WaveletEnergy,ShannonEntropy,SignalSTD,BeatType,RhythmClass
1,1,6603.954416,7654.302126,4,762.2498647,5.738699463,0.127315215,0,0
1,1,7299.314349,8415.664898,3,820.0406853,5.566086276,0.131254076,0,0
1,1,9381.078621,10409.1362,4,717.5666392,5.857580027,0.125957207,0,0
1,1,11127.64863,12059.2929,3,644.492631,5.939209792,0.119905784,0,0
1,1,5841.916352,6936.089772,3,815.4776336,5.620730772,0.129944789,0,0
1,1,6780.025613,8431.063471,3,1248.123938,5.722544263,0.159621539,0,0
1,1,9796.64597,10916.16731,3,924.1233248,5.615748656,0.131441283,0,0
1,1,5779.80124,6889.275254,4,810.2500151,5.427700952,0.130850008,0,0
1,1,5360.208218,6516.302178,3,875.4006847,5.436213938,0.133570379,0,0
1,1,8661.743992,9579.622454,3,691.7740983,5.475940412,0.119015961,0,0
1,1,5524.659319,6671.046523,3,873.9934576,5.407901683,0.133008168,0,0
1,1,5570.016522,6722.258231,3,827.3957029,5.422098818,0.133347418,0,0
1,1,9738.954944,10765.28041,4,812.159737,5.779105958,0.125850838,0,0
1,1,8087.846791,9208.730912,3,762.348724,5.855034582,0.13152043,0,0
1,1,19086.58279,20063.57867,3,744.9027444,6.303855879,0.122788863,0,0
1,1,10646.88212,11757.52975,3,767.4376512,6.304923759,0.130919843,0,0
1,1,24813.9586,25790.30821,4,634.4545962,6.698999677,0.122748694,0,0
1,1,12744.87731,13735.64455,3,698.1177988,6.265605617,0.123651298,0,0
1,1,5026.276995,6135.125188,3,821.1079223,5.410991122,0.130812337,0,0
1,1,6335.785151,7585.945656,3,957.0036179,5.481881196,0.138897806,0,0
1,1,8523.581231,9677.062689,3,872.0582833,5.635941482,0.133419276,0,0
1,1,12096.00334,13037.97306,4,805.2143016,5.70977017,0.120567702,0,0
1,1,5252.52229,6241.009083,3,692.2275252,5.302502354,0.123509297,0,0
1,1,6164.530381,7291.174227,3,761.1453757,5.689174494,0.131859029,0,0
1,1,5551.476726,6697.409337,3,818.8339072,5.449935735,0.13298247,0,0
1,1,6125.579265,7341.912519,3,927.9363587,5.549171464,0.137007555,0,0
1,1,17287.27981,18079.06483,4,690.3294763,5.828759944,0.110539261,0,0
1,1,9336.81105,10353.0203,3,732.986954,5.935167081,0.12523019,0,0
1,1,6024.132064,7163.839922,3,836.2228698,5.700748968,0.132622208,0,0
1,1,6055.805194,7198.643491,3,806.9226387,5.676673681,0.13280455,5,0
1,1,5156.278255,6399.824115,3,887.556536,5.7872274,0.138531051,0,0
1,1,9034.093937,10184.97526,3,776.7413298,6.025436667,0.133268849,0,0
1,1,7887.816091,9096.922287,4,927.1178579,5.884035598,0.136598657,0,0
1,1,5271.231229,6527.474954,3,927.4409694,5.474910346,0.139237491,0,0
1,1,6910.765831,8116.461306,3,895.4852379,5.515904008,0.136406935,0,0
1,1,7311.358777,8360.107661,3,755.2725205,5.774721941,0.127219544,0,0
1,1,8172.664245,9144.435448,6,773.569211,5.641486792,0.122460161,0,0
1,1,8224.156278,9342.778381,3,835.2053991,5.686881163,0.131388153,0,0
1,1,38733.90396,42988.53586,1,548.8435416,5.434169605,0.256239133,0,0
1,1,24850.27522,26182.40898,1,307.9675432,6.230794055,0.143380184,0,0
1,1,10432.20518,11444.88834,3,743.6161139,6.215365823,0.125012068,0,0
1,1,9489.449461,11672.19927,1,711.9028075,5.462917177,0.183536043,0,0
1,1,12114.89248,13419.51579,3,944.1381203,5.933781604,0.141894027,0,0
1,1,10673.67049,11656.89052,3,730.3305352,5.490644468,0.123180787,0,0
1,1,8963.326898,10654.74227,3,1120.075107,5.746180275,0.161562348,0,0
1,1,9432.554684,10428.90897,10,663.5242922,5.697914204,0.124001153,0,0
1,1,10569.14551,11648.62344,6,904.9370141,5.833389882,0.129069079,0,0
1,1,10069.06908,11215.89917,3,778.3122173,5.962573904,0.133035479,0,0
1,1,16509.01998,17648.18812,3,927.5681277,6.143327507,0.13258994,0,0
1,1,12566.50961,13717.51601,3,683.8644451,5.716251264,0.133275928,0,0
1,1,10491.03078,11900.02985,1,948.7785669,5.710700972,0.147458705,0,0
1,1,8138.933444,9814.528543,1,748.5563571,5.58271124,0.160805354,0,0
1,1,13738.44261,14831.20247,5,928.011316,5.747366045,0.129862458,0,0
1,1,16012.45409,17363.60209,1,1020.937667,5.691564305,0.144403473,0,0
1,1,11348.26562,12191.79057,3,619.2489601,5.531167806,0.114093723,0,0
1,1,13982.45214,15951.86235,1,758.2026362,5.664963277,0.174334279,0,0
1,1,8463.963841,9600.847511,2,915.4396001,5.630716027,0.13245727,0,0
1,1,6931.709666,7979.757576,3,743.6562555,5.587281195,0.127175544,0,0
1,1,7381.031247,8673.321356,3,971.4646766,6.143880133,0.14121913,0,0
1,1,7023.216199,8548.665582,1,987.6620401,5.919060975,0.153430502,0,0
1,1,7205.609657,8334.512733,10,825.1070996,6.137080083,0.131990559,0,0
1,1,10867.36314,11852.85245,3,762.5913339,5.721022533,0.123321726,0,0
1,1,59473.16527,60851.80935,3,905.8428375,5.579710101,0.145865671,0,0
1,1,7046.162265,8220.840485,1,735.2702455,5.377128664,0.134640548,0,0
1,1,7022.483773,8300.349464,3,877.6964707,5.386985846,0.140429133,0,0
1,1,17281.06215,18457.32601,3,852.6279435,5.703069865,0.134730573,0,0
1,1,9187.651608,10269.40089,3,679.1456588,5.511063531,0.129206705,0,0
1,1,11622.69638,12602.42052,6,734.1063088,5.721154571,0.122960833,0,0
1,1,17620.06985,18776.35173,3,920.3936985,5.921567823,0.133582353,0,0
1,1,8715.921579,9911.691999,1,810.9169227,5.504072482,0.13584332,0,0
1,1,11492.04787,12504.94145,3,738.6589713,5.579695784,0.125025617,0,0
1,1,11496.78506,12601.44293,3,823.0860273,5.692946873,0.130565689,0,0
1,1,18468.62049,19573.29202,3,789.1377963,5.767753489,0.130566053,0,0
1,1,6851.717318,8111.026162,3,794.8435855,5.447789845,0.139407029,0,0
1,1,12475.56876,13482.42744,3,755.5214757,5.617557706,0.124652061,0,0
1,1,11318.68083,12544.17662,7,719.6837116,6.370407049,0.137521017,0,0
1,1,9815.398567,10788.11601,3,670.3335545,5.497709126,0.122520099,0,0
1,1,11485.6279,12558.93651,9,752.8372442,6.238226008,0.128698992,0,0
1,1,21318.45925,23237.73538,1,1271.938804,5.485800175,0.172101911,0,0
1,1,9040.565227,10078.47062,3,761.7560854,5.453231131,0.1265596,0,0
1,1,11325.34793,12713.72916,4,943.6079045,5.506062703,0.14637816,0,0
1,1,14946.88498,15810.37954,3,671.8708143,5.629769428,0.115436734,0,0
1,1,11713.74123,12704.34758,3,787.3495872,5.451447322,0.123641163,0,0
1,1,14546.11565,15483.45185,4,737.1476786,5.846770485,0.120270824,0,0
1,1,6400.081252,7475.05218,1,652.0900363,5.651937921,0.128798677,0,0
1,1,8713.447354,9720.744784,4,698.8458336,5.386852182,0.124679784,0,0
1,1,10809.41361,11827.55351,3,778.3519339,5.621545075,0.125347719,0,0
1,1,13532.327,14848.87595,2,602.9075466,6.629432893,0.142538149,0,0
1,1,11572.48921,12684.5285,4,831.3131403,6.035055216,0.131000625,0,0
1,1,12387.42101,13517.56334,3,628.56897,6.51596356,0.132062366,0,0
1,1,10172.91902,11306.37395,1,821.0570824,5.683955638,0.132255841,0,0
1,1,7882.594052,9041.987052,2,669.2385873,6.071308573,0.133761217,0,0
1,1,8402.04267,9702.13331,3,763.6482626,6.098045061,0.14164614,0,0
1,1,5816.064275,6839.673549,3,713.6637017,5.43176022,0.12568478,0,0
1,1,9822.156499,10872.4801,3,778.9380188,5.831009772,0.127313853,0,0
1,1,8706.640909,9709.187049,3,754.7602802,5.668044187,0.124384322,0,0
1,1,6727.26348,7791.195651,6,794.3945298,5.505695136,0.128139401,0,0
1,1,12821.53474,13841.63243,3,817.2066929,5.603487258,0.125470653,0,0
1,1,8102.455665,9121.852483,3,745.1758309,5.399629967,0.125425608,0,0
1,1,7447.064138,8527.660613,3,720.1013152,5.715229612,0.129135537,0,0
1,1,14256.81713,15720.3563,2,1102.418401,5.663442588,0.150289875,0,0
1,1,6490.983009,7569.23298,3,777.2683329,5.387660366,0.128995699,0,0
1,1,11032.8174,12148.13096,3,939.7155314,5.584082263,0.131193222,0,0
1,1,7395.395037,8600.668105,4,954.8829906,5.949109723,0.136381428,0,0
1,1,6357.343575,7474.415471,3,726.8604706,5.60869782,0.131296662,0,0
1,1,4781.192902,5942.883382,3,787.6696971,5.514785816,0.133893316,0,0
1,1,12118.58783,13264.02499,3,819.2987927,5.535812176,0.132953086,0,0
1,1,10718.04349,11967.02689,1,745.5912142,5.693084226,0.138832516,0,0
1,1,5363.319281,6459.126973,3,812.5558274,5.367373536,0.130040857,0,0
1,1,6700.636499,7724.895612,3,741.6580594,5.41906863,0.125723788,0,0
1,1,7260.701427,8317.35859,3,801.0814164,5.436851099,0.127696769,0,0
1,1,13243.67838,14439.01171,3,859.1406067,6.093610149,0.135818277,0,0
1,1,9125.781058,10109.93187,3,712.5221366,5.966502081,0.123237815,0,0
1,1,6309.997835,7312.162329,3,714.5750961,5.322542654,0.124360681,0,0
1,1,7946.149933,9019.773363,3,815.9735291,5.492130201,0.128717888,0,0
1,1,16319.45819,17526.14123,9,967.7326646,6.081419718,0.136461907,0,0
1,1,10417.87942,11379.00129,11,712.1191164,6.086871757,0.121787508,0,0
1,1,6447.869654,7613.46279,3,802.3380929,5.590442016,0.134118376,0,0
1,1,13036.34644,14008.05165,3,784.8118246,6.067165663,0.122456175,0,0
1,1,13545.41131,14562.35043,11,772.734615,6.081380492,0.125273952,0,0
1,1,7689.716731,8671.321393,3,698.6431068,5.708002869,0.123079669,0,0
1,1,9309.072131,10319.15974,6,855.3314887,5.415899182,0.124851363,0,0
1,1,7003.154636,8125.227592,1,680.6751212,5.2792265,0.131591846,0,0
1,1,21031.84084,21925.56389,9,760.8285064,6.27623137,0.117439477,0,0
1,1,8603.811997,9768.102996,8,887.3085364,6.108354845,0.134042736,0,0
1,1,11527.39944,12898.39715,3,867.235585,5.902056603,0.145455788,0,0
1,1,6498.729359,7576.021426,3,808.382123,5.46742832,0.128937506,0,0
1,1,11930.64653,12782.9664,3,683.9876792,5.640078494,0.114686918,0,0
1,1,7188.507887,8366.562245,3,882.8913303,5.587684232,0.134832841,0,0
1,1,11764.31732,12732.59753,3,788.9084477,5.607390807,0.122241523,0,0
1,1,7230.797048,8383.10776,3,923.3246237,5.438943991,0.133353791,0,0
1,1,6724.411086,7917.160968,3,917.5947998,5.49376728,0.135673366,0,0
1,1,11409.71359,12471.67388,3,867.861403,5.714950505,0.128017728,0,0
1,1,8808.745227,9716.240009,5,676.8937416,5.835443231,0.118341965,0,0
1,1,6142.729632,7093.852097,4,569.7631899,5.74163029,0.121152177,5,0
1,1,7545.569676,8548.399288,7,735.3080621,5.979012524,0.124405279,0,0
1,1,6986.766031,7964.31632,6,706.9604039,5.463742579,0.122823948,0,0
1,1,5885.983878,7041.756628,3,821.1551019,5.324370629,0.133552692,0,0
1,1,7204.248783,8247.096968,10,767.235338,5.875657801,0.126860424,0,0
1,1,11328.6176,12261.93676,5,640.1737941,5.811290599,0.12001304,0,0
1,1,12438.86894,13363.07118,3,647.7681338,6.144441378,0.119425896,0,0
1,1,12767.03545,13695.88895,3,794.1004425,5.774072847,0.119727596,0,0
1,1,8949.968043,10135.92773,4,973.5241005,5.550872395,0.135285279,0,0
1,1,4945.502479,6065.418283,3,788.9784937,5.45252717,0.131466641,0,0
1,1,9616.436553,10560.23378,3,709.9185641,5.550408891,0.120688365,0,0
1,1,8585.972809,9426.1767,10,642.8114939,5.680413792,0.113869658,0,0
1,1,14378.5342,15381.06928,3,766.5398681,5.824796552,0.124384821,0,0
1,1,11474.71188,12581.12718,3,906.7345241,5.770269055,0.130670216,0,0
1,1,10016.41845,11089.96154,3,857.5596099,5.624938324,0.128713583,0,0
1,1,7251.426981,8205.566283,7,702.3579566,5.563243871,0.121344169,0,0
1,1,10127.08491,11078.88797,3,726.7544831,5.662509127,0.1211954,0,0
1,1,12819.43219,13798.23446,3,781.3003658,5.669939677,0.122902331,0,0
1,1,8269.495107,9216.366655,3,710.8424472,5.521355494,0.120881003,0,0
1,1,8133.355536,9288.074353,3,926.0497577,5.582649545,0.1334906,0,0
1,1,10465.09291,11550.91402,4,860.3665261,5.668441152,0.129448334,0,0
1,1,12211.68454,13110.12166,3,722.4758574,5.695087225,0.117749237,0,0
1,1,5959.982676,7069.435205,2,787.0751648,5.366257687,0.130848466,0,0
1,1,5970.212534,7158.562822,3,834.6638533,5.660278749,0.135421435,0,0
1,1,6956.347859,7912.314772,3,666.6921583,5.417503473,0.121462134,0,0
1,1,11051.44862,12177.31306,3,896.2966311,5.684198023,0.131812366,0,0
1,1,12725.7502,13714.81023,3,763.1078407,5.812958021,0.123545422,0,0
1,1,7265.371564,8356.975278,3,790.5356164,5.770158042,0.129791985,0,0
1,1,6472.865837,7529.378275,3,708.3702274,5.673225257,0.127688409,0,0
1,1,7430.619418,8453.541771,4,748.2266773,5.61790638,0.125644303,0,0
1,1,8020.57002,9091.061409,3,780.1179261,5.404257278,0.128529961,0,0
1,1,8169.017899,9370.516759,3,926.0532246,5.59983895,0.136167741,0,0
1,1,10066.72519,11134.46947,4,866.0740087,5.752908558,0.12836494,0,0
1,1,7622.351848,8778.118657,3,809.2895003,5.607372141,0.133552226,5,0
1,1,6662.743627,7809.743588,5,907.0645728,5.386816198,0.133045019,0,0
1,1,9469.248335,10484.287,3,737.7973185,5.50230444,0.125158428,0,0
1,1,8721.316998,9727.408081,4,769.7719496,5.423848904,0.124605433,0,0
1,1,6803.366915,7759.01417,4,682.399145,5.482978971,0.121440968,0,0
1,1,9070.352929,10123.38031,4,828.9787664,5.681547036,0.127480563,0,0
1,1,8609.243038,9571.680466,3,728.1712725,5.417793232,0.121871957,0,0
1,1,6665.643868,7806.388758,3,856.3787099,5.446451118,0.132682792,0,0
1,1,7031.030195,8222.140993,4,945.9526263,5.563979297,0.135581429,0,0
1,1,9089.188543,10129.87012,4,840.1268324,5.450655566,0.126727714,0,0
1,1,6572.970657,7569.660219,3,762.8538979,5.447388622,0.124020858,0,0
1,1,10431.53053,11395.66691,3,734.8151172,5.62055643,0.121978847,0,0
1,1,9833.087582,10684.07959,4,649.7164392,5.602876921,0.114598949,0,0
1,1,5254.600938,6390.996887,3,837.518187,5.389435009,0.132428347,0,0
1,1,9111.16926,10444.49859,3,1059.235765,6.027831817,0.143444295,0,0
1,1,7696.554426,8719.12946,11,730.1565426,6.001960804,0.125621469,0,0
1,1,5083.268492,6300.505904,3,839.0683765,5.76951566,0.137058255,0,0
1,1,6624.17136,7855.941658,3,807.0164439,5.639400298,0.137874567,0,0
1,1,11651.62974,12657.97704,3,825.921898,5.603184981,0.124619929,0,0
1,1,7958.200405,8997.681618,4,793.0653161,5.344624129,0.126655974,0,0
1,1,6288.486615,7378.199663,3,811.6602973,5.317971139,0.129680118,0,0
1,1,8719.105099,9631.070285,3,696.921156,5.445891592,0.118632057,0,0
1,1,6104.015855,7276.398629,3,896.9528314,5.360393354,0.134507915,0,0
1,1,7411.848698,8619.800954,3,949.9251361,5.431111881,0.136533245,0,0
1,1,10271.49775,11296.54042,3,837.9550294,5.592933558,0.125772558,0,0
1,1,8623.742638,9685.010806,4,780.9537386,5.62361089,0.127975916,0,0
1,1,12927.1461,13882.49526,3,686.7607683,6.076829965,0.121420982,0,0
1,1,15072.75192,16348.98576,3,970.4589616,6.149803368,0.140338897,0,0
1,1,10516.87147,11533.02906,3,781.3029686,5.75033674,0.125225588,0,0
1,1,12554.77244,13529.92108,4,739.2440338,5.826232529,0.122672763,0,0
1,1,7299.394297,8413.11038,3,822.5740087,5.605224332,0.131099441,0,0
1,1,6991.09331,7947.447379,3,666.355305,5.409030196,0.121484843,0,0
1,1,8417.063615,9732.329944,3,905.5018883,5.878317205,0.14247014,0,0
1,1,7882.607236,8803.066775,3,631.2916247,5.894913348,0.119183369,0,0
1,1,9062.740066,10093.41335,3,775.3424891,5.778839864,0.126117738,0,0
1,1,7959.278002,9169.335067,7,987.1006664,5.998877033,0.136651867,0,0
1,1,6861.396478,8055.482833,4,875.0645636,5.788313308,0.135747079,0,0
1,1,8014.533848,9186.705881,3,873.9649482,5.481934475,0.134495669,0,0
1,1,13136.33943,13940.44257,3,611.43081,5.699022402,0.111395818,0,0
1,1,6986.39324,7990.824597,3,754.5674991,5.64861024,0.124500941,0,0
1,1,9152.003933,10222.20727,3,830.5134393,5.54649558,0.128512953,0,0
1,1,13243.24375,14203.82619,4,850.3603997,5.567499092,0.121753291,0,0
1,1,8534.389598,9671.387446,3,893.529943,5.652880874,0.132462548,0,0
1,1,7328.532831,8332.819236,3,720.6065522,5.944686887,0.124491975,0,0
1,1,12113.27073,12955.27976,6,694.6588575,5.612206245,0.113991239,0,0
1,1,8569.001597,10140.52351,2,1155.127046,5.478781906,0.155730339,11,0
1,1,9912.949863,11039.80895,2,837.7324897,5.337144029,0.131871469,0,0
1,1,6136.160893,7407.329159,1,722.6912737,5.571055431,0.140060118,0,0
1,1,12815.32315,13819.76992,3,817.1113008,5.59350953,0.124501896,0,0
1,1,9928.001153,10854.20503,3,676.4202928,5.531182416,0.119554475,0,0
1,1,8969.684568,10171.01437,3,841.9131813,5.697135879,0.13615815,0,0
1,1,13790.3302,15259.61372,3,1080.434777,6.205755703,0.150579332,0,0
1,1,11030.78471,12291.62635,3,735.3298424,6.30110792,0.139490978,0,0
1,1,10739.61297,11806.78405,3,696.4622036,6.096069493,0.128330464,0,0
1,1,11789.71302,12998.33705,3,974.6953529,5.89266573,0.136570994,0,0
1,1,10356.92888,11563.49747,3,927.6967497,5.656158131,0.136456208,0,0
1,1,5369.233209,6531.537565,3,891.6514101,5.590364511,0.133928409,0,0
1,1,12307.5707,13639.00637,4,1015.907968,6.443239983,0.143341727,0,0
2,1,41160.51869,43289.85383,2,1156.794828,6.196908863,0.181273978,9,2
2,1,26589.16444,29162.29862,1,777.6591677,6.395300421,0.199270854,9,2
1,1,22008.23055,23373.41783,10,1054.592959,6.522364181,0.145147424,0,0
1,1,6284.671072,7597.923837,1,869.0092768,5.544588197,0.142359572,0,0
1,1,12045.20423,13624.90936,1,754.9845095,5.580920257,0.15613548,0,0
1,1,10184.11599,11386.81777,3,966.8056665,5.638564993,0.136236705,0,0
1,1,11812.95696,12934.61597,3,892.6855458,5.609492274,0.131566821,0,0
1,1,15252.53806,16352.05947,3,898.9005724,5.740889575,0.130261109,0,0
1,1,35112.88477,35728.94698,7,623.8974616,6.014870924,0.097508692,0,0
1,1,8319.194612,9628.471705,4,1049.946806,5.670179942,0.142148121,0,0
1,1,11857.37209,12720.40437,6,701.5030358,5.665274574,0.115406979,0,0
1,1,8385.76117,9388.677994,2,753.4000904,5.450218456,0.12440857,0,0
1,1,8795.11986,9901.478306,3,871.555483,5.439217209,0.130666501,0,0
1,1,13801.68586,15039.74242,4,1055.117735,5.778421922,0.138224871,0,0
1,1,9576.581485,10699.23653,3,664.4992885,5.605043165,0.13162435,0,0
1,1,12033.00437,13027.80645,3,756.4819178,5.427122778,0.123903505,0,0
1,1,14715.99486,15924.7144,3,1003.151656,5.612574238,0.136576365,0,0
1,1,9501.591864,10346.08037,2,577.0642724,5.392647897,0.114158802,0,0
1,1,18065.40213,19513.93696,1,1173.098789,5.730509995,0.149512841,0,0
1,1,12075.03747,13274.9401,4,876.9064233,5.634594773,0.136080703,0,0
1,1,14527.19968,15526.13331,4,852.2384656,5.853183868,0.124161756,0,0
1,1,12457.21882,13502.24639,3,815.4230441,5.511294427,0.126994267,0,0
1,1,9648.98848,11333.9753,1,901.9435249,5.589542357,0.161258371,0,0
1,1,8088.920651,9162.296633,3,853.634111,5.582256569,0.128707508,0,0
1,1,11515.80662,12976.9972,2,1093.691245,5.678215497,0.15016404,0,0
1,1,15440.74556,16655.0254,2,923.8562043,5.708732694,0.136895907,0,0
1,1,8311.601973,9412.2471,3,825.4751876,5.441045829,0.130328341,0,0
1,1,7914.527401,9334.208695,4,831.2112035,5.772003436,0.148015838,0,0
1,1,9789.015666,11025.49018,3,1027.645862,5.639378264,0.138137761,0,0
1,1,6227.334879,7300.82271,3,752.2404611,5.480651888,0.128710171,0,0
1,1,14193.33144,15395.62397,1,699.4663656,5.832249653,0.136212747,0,0
1,1,8036.678925,9305.057268,3,773.8166276,5.727379452,0.139906795,0,0
1,1,13220.57292,14237.68681,3,780.8364081,5.865160278,0.125285574,0,0
1,1,10877.06524,11957.64292,3,734.7497531,5.864586416,0.129134415,0,0
1,1,6495.57376,7597.823849,3,740.5056752,5.720679239,0.130423697,0,0
1,1,11608.32312,12852.20001,3,991.0686147,5.786153623,0.138548356,0,0
1,1,7009.537902,8311.771789,3,945.2716468,5.742557585,0.141761088,0,0
1,1,8859.882879,10110.99498,3,746.7045497,5.968436748,0.13895066,0,0
1,1,16549.68181,17604.48364,4,665.8594186,5.803602129,0.127586819,5,0
1,1,11939.78841,13014.22494,4,854.4384164,5.684116591,0.128768258,0,0
1,1,6591.645595,8109.669164,4,1112.287666,5.478408497,0.15305711,0,0
1,1,9582.465875,10907.47375,6,964.6360368,5.678691987,0.142995386,0,0
1,1,7949.906723,9443.585174,1,994.1481061,5.429285772,0.151825405,0,0
1,1,48598.91294,49548.13034,3,656.4932459,5.969151988,0.121031887,0,0
1,1,10693.1915,12134.97625,1,982.1410997,5.566562405,0.149163943,0,0
1,1,5812.271779,7133.802078,2,1008.271191,5.450652895,0.142808547,0,0
1,1,4185.357129,5516.240011,3,1020.056582,5.446826155,0.14331204,0,0
1,1,10500.05715,11581.14571,3,707.7157364,5.415383224,0.129164783,5,0
1,1,5921.565536,7023.205518,3,846.9170265,5.750200246,0.130386489,0,0
1,1,8350.986056,10061.0095,4,1242.201177,5.689706353,0.16244975,0,0
1,1,6532.192096,7760.747902,4,941.6465144,5.481448481,0.137692406,0,0
1,1,8403.894928,9630.699725,3,969.2048794,5.383465828,0.137594602,0,0
1,1,4847.102668,6204.032568,4,1054.53075,5.621544143,0.144708327,0,0
1,1,60330.77771,61548.37422,7,898.8515829,5.602632481,0.137078833,0,0
1,1,5038.16668,6544.659815,3,1057.452068,5.451101945,0.152476084,0,0
