RPeakCount,SpectralEnergy,TotalPSD,WaveletEnergy,ShannonEntropy,SignalSTD,BeatType
1,2290.16718,3730.85796,980.8561899,5.272764,0.149107458,0
1,2701.567796,4204.468984,1007.855949,5.30436713,0.152292368,0
1,2813.485598,4414.679111,1052.724376,5.277043027,0.157193555,0
1,2616.161831,4181.239762,1040.829369,5.313460951,0.155411601,0
1,2530.571808,3931.142949,947.4708067,5.28534448,0.147016172,0
1,2729.517402,4195.440118,943.3715914,5.295744052,0.150407045,0
1,2633.872793,4153.56648,988.4327062,5.261093654,0.153140668,0
1,2907.465203,4538.419164,1068.834989,5.324089648,0.158647733,0
1,2864.686072,4424.569181,1013.178179,5.316698209,0.155152571,0
1,2438.277921,3811.450392,947.8559278,5.233910132,0.145572032,0
1,2428.545687,3893.948562,950.2675604,5.296276744,0.150380362,0
1,2962.470772,4389.254653,910.0640657,5.235445305,0.148385558,0
1,3158.09448,4735.823747,990.5444045,5.298084346,0.156037851,0
1,2676.271297,4158.091369,943.0891305,5.282733164,0.151221269,0
1,2778.872913,4343.34062,1012.000254,5.304010114,0.155381207,0
1,2709.455027,4250.081938,983.2089214,5.327685795,0.154191878,0
1,2966.875776,4337.945221,910.1786764,5.269181138,0.14545955,0
1,6287.359091,8347.063791,872.8820333,5.402398634,0.178285334,0
1,3115.585404,4590.305302,888.1665454,5.220182049,0.150857711,0
1,3497.896141,5016.636208,1014.600442,5.356144602,0.15309261,0
1,2296.066616,3752.796773,973.2569109,5.238580021,0.149934665,0
1,2995.953237,4498.574951,971.4012531,5.322067355,0.152278082,0
1,2420.213797,3959.851958,1021.786223,5.293176251,0.15414248,0
1,3295.598391,4862.270757,1021.197306,5.34914572,0.155489708,0
1,2716.35859,4255.193605,1020.559604,5.325650376,0.154102135,0
1,2557.123591,4135.238505,1045.751232,5.351415364,0.156056487,0
1,2971.34601,4378.41102,907.8696731,5.309682332,0.147356827,0
1,2708.019924,4209.21817,948.1559959,5.250000627,0.152205912,0
1,3094.577406,4635.769599,977.4604299,5.311278357,0.154220348,0
1,2753.76679,4221.168075,926.8710012,5.221339708,0.150483071,0
1,2874.563385,4445.011339,1018.013907,5.323105258,0.155677066,0
1,2480.266688,3929.6716,936.9368242,5.229674218,0.149557255,0
1,3284.361475,4809.223272,970.4796697,5.291800923,0.153400851,0
1,2764.782189,4318.768563,1050.79554,5.34397533,0.154859576,0
1,2861.141478,4326.968339,995.9233689,5.321155842,0.150402137,0
1,2746.041302,4289.79823,998.0408377,5.345423237,0.154348499,0
1,2230.745015,3651.30589,986.8653702,5.266457103,0.148061728,0
1,2701.508459,4143.894549,930.442678,5.270883319,0.149194973,0
1,2968.161273,4565.563223,986.6897933,5.361464832,0.157007764,0
1,3064.975355,4520.37471,942.2157492,5.316920877,0.149866392,0
1,2777.341756,4304.298634,1017.884795,5.302907349,0.15350662,0
1,2491.15736,3861.902472,879.0782909,5.252269815,0.145443234,0
1,2307.781435,3737.767295,981.5775815,5.275462681,0.148552425,0
1,2777.905437,4317.184271,954.9444559,5.306204818,0.154124736,0
1,2691.583493,4184.126503,1005.683816,5.295778705,0.151766502,0
1,2907.850008,4425.496919,985.4050056,5.310951601,0.153037802,0
1,2665.757303,4124.339691,961.6752379,5.299953332,0.150030245,0
1,2719.368693,4217.399015,981.980982,5.270242173,0.152045348,0
1,2977.304995,4572.207169,1018.163007,5.31809801,0.156884516,0
1,3214.570863,4779.985098,967.0159038,5.327900422,0.155427713,0
1,3173.394829,4670.986251,877.3908202,5.274815826,0.152022988,0
1,2475.595171,4025.068737,1022.808888,5.290373592,0.154634142,0
1,3425.862483,4958.122486,889.3888788,5.319255738,0.153772866,0
1,2706.764837,4137.355803,940.9355945,5.273288337,0.148583423,0
1,2723.905529,4310.212765,1025.851808,5.316833712,0.156461018,0
1,2679.896287,4199.634414,970.7400879,5.242462704,0.153142916,0
1,2540.646212,4047.774221,972.2174033,5.301379939,0.152506282,0
1,2365.684482,3788.878185,935.634627,5.300971681,0.148198827,0
1,2757.570292,4269.722742,972.0074699,5.270123935,0.152760251,0
1,2654.765306,4185.485579,962.1435889,5.297179702,0.153695246,0
1,2658.272229,4045.937998,956.7015986,5.267882215,0.146337318,0
1,2647.148326,4058.039481,914.2290422,5.297238196,0.147556811,0
1,2310.27191,3741.056271,935.0935131,5.225186622,0.148594329,0
1,2511.262683,4126.549743,1101.576182,5.308588221,0.157884309,0
1,2544.531524,4042.069411,1006.05064,5.260351149,0.152020727,0
1,2756.731601,4301.058802,983.358002,5.289782392,0.154377255,0
1,2403.221778,3821.989824,965.2849607,5.280245873,0.147968457,0
1,2752.128896,4289.445663,977.5710343,5.305596755,0.154026554,0
1,2776.502978,4272.433973,972.1299374,5.293566568,0.151939003,0
1,2941.084713,4508.947786,1017.150882,5.328107047,0.155549868,0
1,2727.010255,4217.595776,980.2003533,5.306410959,0.15166703,0
1,3332.101691,4676.19747,885.2222943,5.296461411,0.144022147,0
1,3436.513198,4845.29573,941.2996542,5.323887951,0.147447227,0
1,2659.462024,3967.928932,841.4123345,5.21847192,0.142100259,0
1,2670.9715,4232.131665,1034.495128,5.288837276,0.155215984,0
1,2607.708326,4089.9934,966.5370627,5.25001759,0.151244448,0
1,2411.618609,3912.486092,970.1916463,5.2735524,0.15219029,0
1,2720.927309,4138.547526,950.5364802,5.288022573,0.147908586,0
1,2714.217092,4264.874482,998.7825369,5.35597764,0.154693355,0
1,2856.319822,4374.412419,986.2047844,5.299746305,0.153059994,0
1,2527.784942,4032.773795,985.8738358,5.285281102,0.152398206,0
1,2863.883871,4336.025077,992.0700408,5.354291957,0.150725713,0
1,2655.860211,4069.697379,902.4501418,5.253808416,0.147711223,0
1,2488.651106,4007.674511,1012.810192,5.28683365,0.153107577,0
1,2529.650066,4044.965749,1026.640923,5.31510936,0.152919946,0
1,2569.346072,4043.690608,986.3556035,5.2412864,0.150838857,0
1,2867.651078,4413.448415,1010.69015,5.337537757,0.154450816,0
1,2206.201014,3568.086962,957.366864,5.239793318,0.144971871,0
1,2669.279203,4184.609615,979.7479714,5.30171397,0.152921175,0
1,2800.623542,4406.431311,1069.644012,5.327426533,0.157420392,0
1,3157.074557,4868.691995,1090.173683,5.37314417,0.162523822,0
1,3098.701012,4664.697754,989.4081814,5.33079439,0.155458128,0
1,2825.573941,4308.210052,973.2694038,5.304485761,0.151262102,0
1,2929.157213,4542.528888,1023.684809,5.360844495,0.157791151,0
1,2920.817104,4488.35587,994.114024,5.333455004,0.155532968,0
1,2829.230347,4403.67129,1015.969012,5.311362416,0.155875583,0
1,2826.235866,4335.780242,952.2256973,5.328584381,0.152632274,0
1,2939.627584,4404.915038,937.9158116,5.272748444,0.150375316,0
1,2651.889648,4232.378982,1020.433291,5.326162034,0.156174474,0
1,2798.522203,4316.769543,989.4488109,5.298329951,0.153069541,0
1,2904.78227,4472.52907,1014.823717,5.324946105,0.155543232,0
1,2906.52385,4472.881484,1052.297855,5.345896199,0.15547439,0
1,2963.340772,4492.489883,963.3259578,5.330812137,0.153618768,0
1,3466.71963,5036.915109,960.6853987,5.348946928,0.1556649,0
1,2857.286327,4338.728777,934.5605621,5.287343059,0.151201214,0
1,5695.500734,7634.33153,993.3458895,5.513342147,0.172975027,0
1,2786.3627,4329.698829,987.3426947,5.28437947,0.154327838,0
1,3634.065442,5099.901784,945.6837109,5.36978548,0.150402676,0
1,2935.250252,4381.434812,923.6043166,5.330119661,0.149391889,0
1,2807.502622,4352.437981,998.0431097,5.339867955,0.154407565,0
1,3657.551162,5224.098979,974.7811587,5.369361082,0.155484201,0
1,2830.163753,4425.257807,1039.959371,5.31364919,0.156893886,0
1,2498.286051,3987.653401,965.5436111,5.297158501,0.15160499,0
1,2352.954586,3737.579911,945.3617641,5.272781732,0.146177135,0
1,2782.059652,4266.409802,961.4428574,5.338841877,0.151349863,0
1,2615.199704,4168.785066,1037.030784,5.310105365,0.154839348,0
1,2682.027071,4248.648605,1032.880996,5.326965971,0.155487757,0
1,2921.495093,4510.220035,1024.300151,5.35809357,0.156580491,0
1,2401.825378,3850.679975,955.2962136,5.29505463,0.149528822,0
1,2880.047985,4411.952176,968.2599793,5.339775519,0.153754697,0
1,2769.452402,4216.298943,1020.537367,5.346027404,0.149425175,0
1,3003.351825,4486.419845,933.4433264,5.309080039,0.151284016,0
1,2884.625473,4350.001665,978.4280376,5.292216191,0.150379302,0
1,2192.509298,3551.407227,917.3577525,5.251893883,0.144812489,0
1,2678.94411,4126.449584,932.6428864,5.293854874,0.149459206,0
1,2962.365029,4414.068081,968.4948502,5.311616047,0.149676071,0
1,2746.2962,4319.575388,1002.156361,5.282100971,0.155817433,0
1,3018.056172,4574.189739,1009.504971,5.346784662,0.154967267,0
1,2490.591126,3937.850083,964.9845262,5.27967713,0.149446967,0
1,2411.779666,3889.302249,993.8974262,5.315270071,0.151003095,0
1,2808.646078,4234.417856,934.9835984,5.305368257,0.148334997,0
1,3215.323496,4762.965538,993.8758175,5.312112507,0.154542701,0
1,2792.893394,4282.103483,956.6851921,5.275609857,0.15159697,0
1,2873.406897,4447.586405,1043.169142,5.332433248,0.15586195,0
1,3226.197802,4725.704372,958.4721308,5.394418585,0.152120236,0
1,2643.279519,4156.503368,1030.004489,5.348807322,0.152814435,0
1,2503.119889,4013.783561,1002.713596,5.295321421,0.152685124,0
1,3050.190765,4663.341964,1065.454641,5.365460701,0.15778027,0
1,3162.857648,4627.488976,960.8439059,5.332646654,0.15034074,0
1,3740.440646,5194.912357,814.8186349,5.295374638,0.149818436,0
1,2504.36125,4047.744553,1063.340218,5.313561031,0.154329713,0
1,3482.004864,5018.103034,975.8307379,5.385699973,0.153965688,0
1,2478.439292,3940.903325,981.5073692,5.258565074,0.150229969,0
1,2449.1885,3898.650804,955.5495249,5.321264145,0.149560493,0
1,2950.511066,4253.090957,999.3667931,5.375650592,0.14178062,0
1,3243.209611,4760.713308,971.6169196,5.314302002,0.153031641,0
1,2727.591605,4201.34564,1044.656717,5.30941948,0.150808231,0
1,2760.379206,4333.652455,982.3635097,5.332238714,0.155816939,0
1,3182.102383,4609.632244,943.893423,5.380625597,0.148425109,0
1,2644.29386,4123.685848,978.9248918,5.334377521,0.15109646,0
1,2604.810919,4157.404035,1068.922499,5.379864307,0.154789765,0
1,2579.797278,4107.056451,1008.478412,5.316295523,0.153521392,0
1,3092.548187,4780.969699,1080.707243,5.390547776,0.161418443,0
1,2715.636381,4212.119831,1012.406533,5.351708455,0.151966787,0
1,2604.460711,4086.862098,1016.312609,5.328185054,0.151251053,0
1,2922.436126,4458.533091,978.7565606,5.354864515,0.153966256,0
1,3194.949913,4838.756433,1041.681583,5.378562857,0.159272172,0
1,3110.920177,4666.897627,1018.394671,5.373466143,0.154958261,0
1,2348.486203,3838.619953,1001.188298,5.264506552,0.151644676,0
1,2791.162213,4327.088541,985.6241459,5.354986027,0.153956783,0
1,2499.236493,3882.271145,949.897442,5.296592848,0.146092996,0
1,2903.556299,4552.822704,1084.563928,5.369230835,0.15953602,0
1,2717.112928,4328.638445,1054.686165,5.345004811,0.157700457,0
1,3229.470855,4861.956445,990.2997138,5.353311448,0.158723161,0
1,2847.456104,4342.911854,990.3562679,5.388263305,0.151916751,0
1,2549.30384,4068.023579,994.3105671,5.331407592,0.153092693,0
1,3119.68953,4806.052605,1099.988467,5.386816514,0.161319959,0
1,2632.66383,4161.297194,1011.089529,5.304703678,0.153591291,0
1,2900.940723,4443.886785,987.3446117,5.335682833,0.154308518,0
1,2827.594018,4331.220185,1002.415622,5.360420687,0.152329432,0
1,2508.835207,3987.473184,972.5491881,5.292118602,0.151057898,0
1,2658.71783,4123.214832,938.6288579,5.297143355,0.150334036,0
1,3321.166602,4884.058631,959.6102273,5.339032297,0.155302996,0
1,3426.288737,5030.107237,1040.92683,5.400808253,0.157322865,0
1,2622.406932,4102.086333,997.4796173,5.332752256,0.15111182,0
1,2677.626661,4134.019473,954.4951578,5.340170827,0.149918266,0
1,2488.866429,3857.862036,916.2487328,5.249547261,0.145350201,0
1,2576.5896,4153.609841,1063.661609,5.311403905,0.156003741,0
1,2579.121151,4049.048019,954.604007,5.228041528,0.150613378,0
1,2752.867428,4261.780806,1054.171702,5.348882657,0.152596832,0
1,2435.599481,3853.314674,925.8869933,5.290965456,0.147913367,0
1,2814.536842,4368.091562,995.3564889,5.302709776,0.154838978,0
1,2950.032666,4595.158196,1058.917682,5.355924867,0.15933686,0
1,2653.43628,4165.936917,995.995974,5.313022141,0.152777863,0
1,2910.099536,4487.804047,994.2440701,5.33440256,0.156036754,0
1,2722.596387,4219.645773,1006.917613,5.332660403,0.1519966,0
1,2527.466621,3956.64559,960.6594208,5.300351836,0.148510316,0
1,2422.531133,3797.05349,941.9936897,5.259444764,0.145642595,0
1,2787.431709,4321.078091,979.7613077,5.285458296,0.153843593,0
1,2465.906427,3882.056439,918.4988459,5.221686257,0.147831564,0
1,2636.500656,4163.246262,992.4738151,5.310623369,0.15349559,0
1,2343.927563,3694.318131,903.6915434,5.277765377,0.144358445,0
1,2611.35445,4076.979809,922.7454051,5.274208538,0.150391815,0
1,3053.343423,4601.240455,982.1671152,5.335776551,0.154555175,0
1,2457.322056,3975.831904,1009.306124,5.246314313,0.153081215,0
1,2683.187476,4183.810736,987.1609141,5.333956536,0.152176792,0
1,2384.342856,3743.737577,903.4697696,5.271012172,0.144839314,0
1,2886.641729,4446.998767,1007.505007,5.347201606,0.155176174,0
1,3164.606484,4827.778348,1089.803931,5.362404344,0.160206886,0
1,3257.331453,4754.563728,938.8181036,5.326167581,0.152004851,0
1,2579.842491,3960.822864,947.4403612,5.245972047,0.145984395,0
1,2906.800232,4370.318426,966.1912187,5.346054868,0.150283727,0
1,2900.753262,4214.495726,915.0070781,5.287333469,0.142386194,0
1,4276.731281,5862.921187,912.9659612,5.327058764,0.156455259,0
1,3896.820076,5448.147962,898.8492308,5.334635744,0.154726366,0
1,5746.597868,7380.929768,766.505862,5.476987536,0.158811748,0
1,2740.840024,4019.151741,912.8001271,5.272641295,0.140452955,0
1,2765.254038,4195.308606,930.4784801,5.296085282,0.148555555,0
1,2963.134498,4482.750174,974.3813022,5.311831057,0.153137139,0
1,2981.86766,4557.749711,1008.489341,5.28559595,0.15594618,0
1,3630.62054,5145.282166,920.504715,5.318782746,0.152886968,0
1,2563.319796,4064.165074,984.8252247,5.339616355,0.152188095,0
1,2972.714357,4498.064417,965.067514,5.307788158,0.153425401,0
1,3468.55892,5099.319135,961.4432913,5.33028367,0.158638128,0
1,2779.136826,4260.196851,998.069155,5.336350929,0.151181655,0
1,2808.871268,4272.602647,967.9318599,5.306153423,0.150294596,0
1,2995.24604,4418.239673,909.9690345,5.317109537,0.148188578,0
1,2720.976999,4132.482579,953.345481,5.311055917,0.147590829,0
1,2825.458132,4301.630197,952.881671,5.312517919,0.150931883,0
1,2957.799528,4522.77887,986.571285,5.310593827,0.155405656,0
1,2859.359618,4362.15368,982.2945742,5.347102428,0.152286791,0
1,2771.215542,4342.17,991.1425033,5.33059176,0.15570215,0
1,3450.764417,4948.637277,1001.612479,5.357964492,0.152037273,0
1,2814.216002,4139.984966,897.914905,5.250020306,0.143036358,0
1,2963.355823,4541.28245,1024.998203,5.309565812,0.156047174,0
1,3004.948774,4552.896048,973.4679109,5.350660006,0.154557747,0
1,2707.258141,4185.27459,937.618481,5.346332426,0.151026368,0
1,2685.157489,4130.402289,957.1650091,5.300441877,0.149342881,0
1,3169.114568,4791.937223,992.2751104,5.326949688,0.158251585,0
1,2619.993391,4059.109491,976.5919246,5.269142231,0.149025542,0
1,2581.81383,4129.651474,1023.359757,5.311034227,0.154552278,0
1,2260.238816,3648.469311,966.0997199,5.245169713,0.146367041,0
1,3143.872899,4661.21447,963.4967219,5.310943967,0.153023292,0
1,2916.39019,4466.55296,981.674851,5.314342843,0.154668544,0
1,3069.696623,4513.57502,930.2403348,5.281431831,0.149271826,0
1,2847.007976,4347.500855,962.8446621,5.320063723,0.152170231,0
1,2643.368253,4072.880348,934.0778179,5.296018859,0.148527344,0
1,2735.645526,4212.382788,927.1703321,5.27970163,0.150960946,0
1,2592.269495,4083.38728,950.8439629,5.293962036,0.151694057,0
1,2554.863625,3917.347022,901.3693905,5.291474962,0.145003861,0
1,3815.574991,5200.416279,898.3056697,5.343919317,0.146188344,0
1,2640.030466,4055.227989,978.6971503,5.320978487,0.147781904,0
1,5874.346384,7443.351662,736.6065858,5.387345155,0.155605779,0
1,2810.920674,4231.137991,924.7001385,5.323716402,0.148043726,0
1,2967.035288,4441.262951,1037.153556,5.340929343,0.150832457,0
1,2600.348669,4170.898709,1013.449287,5.290211992,0.155682128,0
1,2446.668945,3907.409782,983.0607299,5.31390696,0.150140964,0
1,2568.69117,3958.486018,897.9666731,5.256670592,0.146449495,0
1,2938.586163,4408.399544,916.8776764,5.283420623,0.150606481,0
1,2818.25723,4292.573235,966.1268792,5.281593132,0.150837002,0
1,2351.631098,3767.62611,950.8436964,5.279187586,0.147823811,0
1,2798.684431,4370.160712,993.9981438,5.321557527,0.155727925,0
1,2630.372141,3928.423642,912.5581098,5.28007848,0.141534652,0
1,4078.679908,5611.147231,857.1268335,5.336577991,0.153782933,0
1,3306.683097,4830.642546,906.697986,5.313929235,0.153355461,0
1,8158.341792,9405.182145,641.4504622,5.506850616,0.138713835,0
1,8374.702871,10127.84747,764.9335005,5.569212228,0.164483135,0
1,2474.861557,3895.50013,874.5113791,5.235076542,0.148066554,0
1,5446.724486,6709.320235,753.8661672,5.334625843,0.13958696,0
1,5063.993192,6658.412257,981.1106082,5.574514673,0.156860558,0
1,4422.925033,5862.340184,856.8450148,5.265951634,0.149041364,0
1,3286.258917,4716.585218,962.8569582,5.33261937,0.148569765,0
1,3383.060833,4788.797077,1043.39886,5.361091931,0.14728709,0
1,3107.04348,4601.341625,967.0530505,5.411305354,0.151856824,0
1,4000.952109,5558.197596,1056.822293,5.42565622,0.155021189,0
1,3094.823829,4606.911972,1060.498496,5.430423636,0.152757252,0
1,2825.598186,4337.369143,1054.500988,5.321909943,0.152742349,0
1,2906.695065,4395.366049,970.8771897,5.311510017,0.151570575,0
1,3571.251301,5004.700572,945.780999,5.41294867,0.148732059,0
1,3476.727201,4959.338692,946.802114,5.398312795,0.151261141,0
1,2789.556127,4362.603765,1002.204329,5.32354512,0.155806004,0
1,2862.131904,4433.890788,1036.695009,5.341332954,0.155741897,0
1,2667.972822,4297.641146,1069.250666,5.328842231,0.158585028,0
1,2830.849642,4300.418524,967.3731697,5.341059508,0.150593936,0
1,2232.603274,3643.237161,958.3128527,5.250984107,0.147543355,0
1,2872.763235,4390.501374,989.7587854,5.330723792,0.15304214,0
1,2368.859563,3842.437884,983.8882365,5.236482748,0.150799311,0
1,3442.346551,5028.288125,958.705357,5.345050355,0.156442984,0
1,2383.680852,3805.979746,931.2924691,5.26550838,0.148152157,0
1,2631.449882,4117.462822,985.1913181,5.316867141,0.151434963,0
1,2521.101136,3990.911908,949.9170823,5.320862258,0.150606626,0
1,3196.795722,4787.415598,1050.0163,5.358039656,0.156673858,0
1,2485.423522,3907.107915,921.2108344,5.277402326,0.148120134,0
1,2740.87475,4151.376151,946.137271,5.358438281,0.147536555,0
1,2432.823003,3826.214688,964.0421812,5.338695305,0.146639124,0
1,2627.857162,4136.491711,998.3891461,5.327853455,0.15258243,0
1,3026.525649,4426.15113,869.2372511,5.274868582,0.146966647,0
1,3569.584325,5013.211135,997.0950206,5.365208716,0.149258936,0
1,2560.925688,4024.88891,987.6481173,5.318016151,0.150306545,0
1,2327.867287,3776.471712,1002.073359,5.327942563,0.14951591,0
1,2677.505559,3996.923418,893.1433299,5.33066346,0.142694038,0
1,2598.945026,4119.811959,1017.103862,5.313474816,0.153199799,0
1,2912.46376,4540.605198,1068.008194,5.36264473,0.158510711,0
1,2446.907963,3912.086624,988.5069964,5.265760473,0.150368826,0
1,2590.206155,4047.458906,970.8828691,5.296269434,0.149961588,0
1,2351.820134,3697.250674,891.1163779,5.261088863,0.144093118,0
1,2622.616203,4118.041159,965.3245496,5.319595529,0.151912971,0
1,2577.620449,4060.00504,1031.563844,5.295401328,0.151249183,0
1,2856.027143,4376.6382,976.7153821,5.312611042,0.153187067,0
1,2415.18943,3841.527357,921.0680221,5.272069238,0.148362417,0
1,2603.140264,3962.165061,975.8545198,5.357106972,0.144819275,0
1,2847.768705,4156.551369,881.5274212,5.282500557,0.142117183,0
1,2851.295587,4449.616444,1071.793914,5.387010738,0.15705326,0
1,3070.29124,4431.526729,887.3467413,5.278077596,0.144936963,0
1,2824.063835,4276.488141,951.1259553,5.357544427,0.149713117,0
1,4180.322949,5901.864983,957.4929315,5.471828974,0.162993892,0
1,3083.867172,4549.43452,923.7868065,5.321168043,0.150388812,0
1,2913.268987,4418.433312,947.6824882,5.313068309,0.152406934,0
1,2977.524613,4563.083793,1017.947774,5.353002232,0.156424122,0
1,2646.247481,4150.148144,1007.652739,5.330816113,0.152343268,0
1,2264.937737,3748.003833,1005.186204,5.296689673,0.151284822,0
1,2472.162195,3883.60571,882.250596,5.252732191,0.147586021,0
1,2819.742249,4149.600994,913.2522964,5.373953658,0.143256804,0
1,2635.671668,4143.832778,994.4935128,5.339192984,0.152558578,0
1,2481.811053,3896.589445,911.5112101,5.289224912,0.147760152,0
1,2633.230718,4014.56088,880.3205978,5.273837681,0.146002946,0
1,2832.870079,4223.86721,936.6423928,5.326521973,0.146512887,0
1,2450.722629,3896.96441,971.5627203,5.284331554,0.149393933,0
